signature_id,proto_name,rust_name,engine_dispatch,engine_family,engine_target,baseline_engine_dispatch,local_proto_available,baseline_local_proto_available,baseline_adapter_mapping,current_adapter_source_evidence,current_adapter_generated_name_candidates,baseline_facade_whitelist,current_facade_whitelist_evidence,pushdown_catalog_direct_selection,go_constructor_candidate_names,go_internal_cast_constructor_evidence,borrowed_classification,risk_flags,classification,admission_status,admission_names
144,EQTime,EqTime,True,impl_compare,"compare_fn_meta::<BasicComparer<DateTime, CmpOpEq>>()",True,True,True,False,False,comparison:{prefix}{},False,,False,eq;ge;gt;le;lt;ne;nulleq,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
145,EQDuration,EqDuration,True,impl_compare,"compare_fn_meta::<BasicComparer<Duration, CmpOpEq>>()",True,False,False,False,False,comparison:{prefix}{},False,,False,eq;ge;gt;le;lt;ne;nulleq,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
146,EQJson,EqJson,True,impl_compare,compare_json_fn_meta::<CmpOpEq>(),True,False,False,False,False,comparison:{prefix}{},False,,False,eq;ge;gt;le;lt;ne;nulleq,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
150,NEInt,NeInt,True,impl_compare,"map_int_sig(value, children, compare_mapper::<CmpOpNe>)?",True,True,True,True,False,comparison:{prefix}{},True,,False,eq;ge;gt;le;lt;ne;nulleq,,mapper_to_annotated_kernel_type_and_tree_dependent,,baseline_adapter_signature_with_shape_restrictions,admitted,eq;ge;gt;le;lt;ne;nulleq
151,NEReal,NeReal,True,impl_compare,"compare_fn_meta::<BasicComparer<Real, CmpOpNe>>()",True,True,True,True,False,comparison:{prefix}{},True,,False,eq;ge;gt;le;lt;ne;nulleq,,annotated_kernel_type_and_tree_dependent,,baseline_adapter_signature_with_shape_restrictions,admitted,eq;ge;gt;le;lt;ne;nulleq
152,NEDecimal,NeDecimal,True,impl_compare,"compare_fn_meta::<BasicComparer<Decimal, CmpOpNe>>()",True,True,True,False,False,comparison:{prefix}Decimal;comparison:{prefix}{},True,,False,eq;ge;gt;le;lt;ne;nulleq,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
153,NEString,NeString,True,impl_compare,map_string_compare_sig::<CmpOpNe>(ft)?,True,True,True,False,False,comparison:{prefix}{},False,,False,eq;ge;gt;le;lt;ne;nulleq,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
154,NETime,NeTime,True,impl_compare,"compare_fn_meta::<BasicComparer<DateTime, CmpOpNe>>()",True,True,True,False,False,comparison:{prefix}{},False,,False,eq;ge;gt;le;lt;ne;nulleq,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
155,NEDuration,NeDuration,True,impl_compare,"compare_fn_meta::<BasicComparer<Duration, CmpOpNe>>()",True,False,False,False,False,comparison:{prefix}{},False,,False,eq;ge;gt;le;lt;ne;nulleq,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
156,NEJson,NeJson,True,impl_compare,compare_json_fn_meta::<CmpOpNe>(),True,False,False,False,False,comparison:{prefix}{},False,,False,eq;ge;gt;le;lt;ne;nulleq,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
160,NullEQInt,NullEqInt,True,impl_compare,"map_int_sig(value, children, compare_mapper::<CmpOpNullEq>)?",True,True,True,True,False,comparison:{prefix}{};nullif:NullEq{},True,,False,eq;ge;gt;le;lt;ne;nulleq,,mapper_to_annotated_kernel_type_and_tree_dependent,,baseline_adapter_signature_with_shape_restrictions,admitted,eq;ge;gt;le;lt;ne;nulleq
161,NullEQReal,NullEqReal,True,impl_compare,"compare_fn_meta::<BasicComparer<Real, CmpOpNullEq>>()",True,True,True,True,False,comparison:{prefix}{};nullif:NullEq{},True,,False,eq;ge;gt;le;lt;ne;nulleq,,annotated_kernel_type_and_tree_dependent,,baseline_adapter_signature_with_shape_restrictions,admitted,eq;ge;gt;le;lt;ne;nulleq
162,NullEQDecimal,NullEqDecimal,True,impl_compare,"compare_fn_meta::<BasicComparer<Decimal, CmpOpNullEq>>()",True,False,False,False,False,comparison:{prefix}Decimal;comparison:{prefix}{};nullif:NullEq{},True,,False,eq;ge;gt;le;lt;ne;nulleq,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
163,NullEQString,NullEqString,True,impl_compare,map_string_compare_sig::<CmpOpNullEq>(ft)?,True,False,False,False,False,comparison:{prefix}{};nullif:NullEq{},False,,False,eq;ge;gt;le;lt;ne;nulleq,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
164,NullEQTime,NullEqTime,True,impl_compare,"compare_fn_meta::<BasicComparer<DateTime, CmpOpNullEq>>()",True,False,False,False,False,comparison:{prefix}{};nullif:NullEq{},False,,False,eq;ge;gt;le;lt;ne;nulleq,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
165,NullEQDuration,NullEqDuration,True,impl_compare,"compare_fn_meta::<BasicComparer<Duration, CmpOpNullEq>>()",True,False,False,False,False,comparison:{prefix}{};nullif:NullEq{},False,,False,eq;ge;gt;le;lt;ne;nulleq,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
166,NullEQJson,NullEqJson,True,impl_compare,compare_json_fn_meta::<CmpOpNullEq>(),True,False,False,False,False,comparison:{prefix}{};nullif:NullEq{},False,,False,eq;ge;gt;le;lt;ne;nulleq,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,eq;ge;gt;le;lt;ne;nulleq
200,PlusReal,PlusReal,True,impl_arithmetic,arithmetic_fn_meta::<RealPlus>(),True,True,True,True,False,arithmetic:{prefix}{},True,,False,plus,,annotated_kernel_type_and_tree_dependent,,baseline_adapter_signature_with_shape_restrictions,admitted,plus
201,PlusDecimal,PlusDecimal,True,impl_arithmetic,arithmetic_fn_meta::<DecimalPlus>(),True,True,True,False,False,arithmetic:{prefix}{},True,,True,plus,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,plus
203,PlusInt,PlusInt,True,impl_arithmetic,"map_int_sig(value, children, plus_mapper)?",True,True,True,True,False,arithmetic:{prefix}{},True,,True,plus,,mapper_to_annotated_kernel_type_and_tree_dependent,,baseline_adapter_signature_with_shape_restrictions,admitted,plus
204,MinusReal,MinusReal,True,impl_arithmetic,arithmetic_fn_meta::<RealMinus>(),True,True,True,True,False,arithmetic:{prefix}{},True,,False,minus,,annotated_kernel_type_and_tree_dependent,,baseline_adapter_signature_with_shape_restrictions,admitted,minus
205,MinusDecimal,MinusDecimal,True,impl_arithmetic,arithmetic_fn_meta::<DecimalMinus>(),True,True,True,False,False,arithmetic:{prefix}{},True,,True,minus,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,minus
207,MinusInt,MinusInt,True,impl_arithmetic,"map_int_sig(value, children, minus_mapper)?",True,True,True,True,False,arithmetic:{prefix}{},True,,False,minus,,mapper_to_annotated_kernel_type_and_tree_dependent,,baseline_adapter_signature_with_shape_restrictions,admitted,minus
208,MultiplyReal,MultiplyReal,True,impl_arithmetic,arithmetic_fn_meta::<RealMultiply>(),True,True,True,True,False,arithmetic:{prefix}{},True,,False,mul,,annotated_kernel_type_and_tree_dependent,,baseline_adapter_signature_with_shape_restrictions,admitted,mul
209,MultiplyDecimal,MultiplyDecimal,True,impl_arithmetic,arithmetic_fn_meta::<DecimalMultiply>(),True,True,True,False,False,arithmetic:{prefix}{},True,,True,mul,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,mul
210,MultiplyInt,MultiplyInt,True,impl_arithmetic,"map_int_sig(value, children, multiply_mapper)?",True,True,True,True,False,arithmetic:{prefix}{},True,,False,mul,,mapper_to_annotated_kernel_type_and_tree_dependent,,baseline_adapter_signature_with_shape_restrictions,admitted,mul
211,DivideReal,DivideReal,True,impl_arithmetic,arithmetic_with_ctx_fn_meta::<RealDivide>(),True,True,True,False,False,arithmetic:{prefix}{},True,,False,div,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,div
212,DivideDecimal,DivideDecimal,True,impl_arithmetic,arithmetic_with_ctx_fn_meta::<DecimalDivide>(),True,True,True,False,False,arithmetic:{prefix}{},True,,False,div,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,div
213,IntDivideInt,IntDivideInt,True,impl_arithmetic,"map_int_sig(value, children, divide_mapper)?",True,True,True,False,False,arithmetic:{prefix}{},True,,False,intdiv,,mapper_to_annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,intdiv
214,IntDivideDecimal,IntDivideDecimal,True,impl_arithmetic,"map_int_sig(value, children, divide_decimal_mapper)?",True,True,True,False,False,arithmetic:{prefix}{},False,,False,intdiv,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,intdiv
215,ModReal,ModReal,True,impl_arithmetic,arithmetic_fn_meta::<RealMod>(),True,True,True,False,False,arithmetic:{prefix}{},True,,True,mod,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,mod
216,ModDecimal,ModDecimal,True,impl_arithmetic,arithmetic_with_ctx_fn_meta::<DecimalMod>(),True,True,True,False,False,arithmetic:{prefix}{},True,,True,mod,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,mod
217,ModInt,ModInt,True,impl_arithmetic,"map_int_sig(value, children, mod_mapper)?",True,False,False,False,False,arithmetic:{prefix}{},True,,False,,,mapper_to_annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,untested,
218,MultiplyIntUnsigned,MultiplyIntUnsigned,True,impl_arithmetic,arithmetic_fn_meta::<UintUintMultiply>(),True,True,True,False,False,,False,,False,mul,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,mul
219,PlusIntUnsignedUnsigned,PlusIntUnsignedUnsigned,True,impl_arithmetic,arithmetic_fn_meta::<UintUintPlus>(),True,True,True,False,False,,False,,False,,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,untested,
220,PlusIntUnsignedSigned,PlusIntUnsignedSigned,True,impl_arithmetic,arithmetic_fn_meta::<UintIntPlus>(),True,True,True,False,False,,False,,False,,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,untested,
221,PlusIntSignedUnsigned,PlusIntSignedUnsigned,True,impl_arithmetic,arithmetic_fn_meta::<IntUintPlus>(),True,True,True,False,False,,False,,False,,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,untested,
222,PlusIntSignedSigned,PlusIntSignedSigned,True,impl_arithmetic,arithmetic_fn_meta::<IntIntPlus>(),True,True,True,False,False,,False,,False,,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,untested,
223,ModIntUnsignedUnsigned,ModIntUnsignedUnsigned,True,impl_arithmetic,arithmetic_fn_meta::<UintUintMod>(),True,True,True,False,False,,False,,True,mod,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,mod
224,ModIntUnsignedSigned,ModIntUnsignedSigned,True,impl_arithmetic,arithmetic_fn_meta::<UintIntMod>(),True,True,True,False,False,,False,,True,mod,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,mod
225,ModIntSignedUnsigned,ModIntSignedUnsigned,True,impl_arithmetic,arithmetic_fn_meta::<IntUintMod>(),True,True,True,False,False,,False,,True,mod,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,mod
226,ModIntSignedSigned,ModIntSignedSigned,True,impl_arithmetic,arithmetic_fn_meta::<IntIntMod>(),True,True,True,False,False,,False,,True,mod,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,mod
227,MinusIntUnsignedUnsigned,,False,,,False,True,True,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
228,MinusIntUnsignedSigned,,False,,,False,True,True,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
229,MinusIntSignedUnsigned,,False,,,False,True,True,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
230,MinusIntSignedSigned,,False,,,False,True,True,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
231,MinusIntForcedUnsignedUnsigned,,False,,,False,True,True,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
232,MinusIntForcedUnsignedSigned,,False,,,False,True,True,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
233,MinusIntForcedSignedUnsigned,,False,,,False,True,True,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
234,IntDivideIntUnsignedUnsigned,,False,,,False,True,True,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
235,IntDivideIntUnsignedSigned,,False,,,False,True,True,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
236,IntDivideIntSignedSigned,,False,,,False,True,True,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
237,IntDivideIntSignedUnsigned,,False,,,False,True,True,False,False,,False,,False,,,no_dispatch,,not_dispatched_by_engine,untested,
2101,AbsInt,AbsInt,True,impl_math,abs_int_fn_meta(),True,True,True,True,False,math:Abs{},True,,False,abs,,annotated_kernel_type_and_tree_dependent,,baseline_adapter_signature_with_shape_restrictions,admitted,abs
2102,AbsUInt,AbsUInt,True,impl_math,abs_uint_fn_meta(),True,False,False,False,True,math:Abs{},True,,False,abs,,annotated_kernel_type_and_tree_dependent,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,abs
2103,AbsReal,AbsReal,True,impl_math,abs_real_fn_meta(),True,True,True,True,False,math:Abs{},True,,False,abs,,annotated_kernel_type_and_tree_dependent,,baseline_adapter_signature_with_shape_restrictions,admitted,abs
2104,AbsDecimal,AbsDecimal,True,impl_math,abs_decimal_fn_meta(),True,False,False,False,False,math:Abs{},True,,False,abs,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,abs
2105,CeilIntToDec,CeilIntToDec,True,impl_math,ceil_fn_meta::<CeilIntToDec>(),True,False,False,False,False,math:{prefix}{suffix},False,,False,ceil;ceiling,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,ceil;ceiling
2106,CeilIntToInt,CeilIntToInt,True,impl_math,ceil_fn_meta::<CeilIntToInt>(),True,False,False,False,False,math:{prefix}{suffix},False,,False,ceil;ceiling,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,ceil;ceiling
2107,CeilDecToInt,CeilDecToInt,True,impl_math,ceil_fn_meta::<CeilDecToInt>(),True,False,False,False,False,math:{prefix}{suffix},False,,False,ceil;ceiling,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,ceil;ceiling
2108,CeilDecToDec,CeilDecToDec,True,impl_math,ceil_fn_meta::<CeilDecToDec>(),True,False,False,False,False,math:{prefix}{suffix},False,,False,ceil;ceiling,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,ceil;ceiling
2109,CeilReal,CeilReal,True,impl_math,ceil_fn_meta::<CeilReal>(),True,False,False,False,False,math:{prefix}{suffix};math:{prefix}{},False,,False,ceil;ceiling,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,ceil;ceiling
2110,FloorIntToDec,FloorIntToDec,True,impl_math,floor_fn_meta::<FloorIntToDec>(),True,False,False,False,False,math:{prefix}{suffix},False,,False,floor,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,floor
2111,FloorIntToInt,FloorIntToInt,True,impl_math,floor_fn_meta::<FloorIntToInt>(),True,False,False,False,False,math:{prefix}{suffix},False,,False,floor,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,floor
2112,FloorDecToInt,FloorDecToInt,True,impl_math,floor_fn_meta::<FloorDecToInt>(),True,False,False,False,False,math:{prefix}{suffix},False,,False,floor,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,floor
2113,FloorDecToDec,FloorDecToDec,True,impl_math,floor_fn_meta::<FloorDecToDec>(),True,False,False,False,False,math:{prefix}{suffix},False,,False,floor,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,floor
2114,FloorReal,FloorReal,True,impl_math,floor_fn_meta::<FloorReal>(),True,False,False,False,False,math:{prefix}{suffix};math:{prefix}{},False,,False,floor,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,floor
2121,RoundReal,RoundReal,True,impl_math,round_real_fn_meta(),True,True,True,False,False,math:{prefix}{suffix};math:{prefix}{},False,,True,round,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,round
2122,RoundInt,RoundInt,True,impl_math,round_int_fn_meta(),True,True,True,False,False,math:{prefix}{},False,,True,round,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,round
2123,RoundDec,RoundDec,True,impl_math,round_dec_fn_meta(),True,True,True,False,False,math:{prefix}{suffix};math:{prefix}{},False,,True,round,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,round
2124,RoundWithFracReal,RoundWithFracReal,True,impl_math,round_with_frac_real_fn_meta(),True,False,False,False,False,math:{prefix}{suffix};math:{prefix}{},False,,False,round,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,round
2125,RoundWithFracInt,RoundWithFracInt,True,impl_math,round_with_frac_int_fn_meta(),True,False,False,False,False,math:{prefix}{},False,,False,round,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,round
2126,RoundWithFracDec,RoundWithFracDec,True,impl_math,round_with_frac_dec_fn_meta(),True,False,False,False,False,math:{prefix}{suffix};math:{prefix}{},False,,False,round,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,round
2131,Log1Arg,Log1Arg,True,impl_math,log_1_arg_fn_meta(),True,False,False,False,True,,False,,False,ln;log,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,ln;log
2132,Log2Args,Log2Args,True,impl_math,log_2_arg_fn_meta(),True,False,False,False,True,,False,,False,ln;log,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,ln;log
2133,Log2,Log2,True,impl_math,log2_fn_meta(),True,False,False,False,True,,False,,False,log2,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,log2
2134,Log10,Log10,True,impl_math,log10_fn_meta(),True,False,False,False,True,,False,,False,log10,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,log10
2135,Rand,Rand,True,impl_math,rand_fn_meta(),True,False,False,False,False,,False,,False,rand,,no_annotated_direct_loader,volatile_clock_rng_or_uuid,engine_dispatch_semantic_exclusion_or_review,excluded,rand
2136,RandWithSeedFirstGen,RandWithSeedFirstGen,True,impl_math,rand_with_seed_first_gen_fn_meta(),True,False,False,False,False,,False,,False,rand,,no_annotated_direct_loader,first_generation_not_session_seeded_sequence,engine_dispatch_semantic_exclusion_or_review,excluded,rand
2137,Pow,Pow,True,impl_math,pow_fn_meta(),True,True,True,False,True,,False,,True,pow;power,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,pow;power
2138,Conv,Conv,True,impl_math,conv_fn_meta(),True,True,True,False,True,,False,,True,conv,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,conv
2139,CRC32,Crc32,True,impl_math,crc32_fn_meta(),True,False,False,False,True,,False,,False,crc32,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,crc32
2140,Sign,Sign,True,impl_math,sign_fn_meta(),True,False,False,False,True,,False,,False,sign,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,sign
2141,Sqrt,Sqrt,True,impl_math,sqrt_fn_meta(),True,False,False,False,True,,False,,False,sqrt,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,sqrt
2142,Acos,Acos,True,impl_math,acos_fn_meta(),True,True,True,False,True,,False,,True,acos,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,acos
2143,Asin,Asin,True,impl_math,asin_fn_meta(),True,True,True,False,True,,False,,True,asin,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,asin
2144,Atan1Arg,Atan1Arg,True,impl_math,atan_1_arg_fn_meta(),True,True,True,False,True,,False,,True,atan;atan2,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,atan;atan2
2145,Atan2Args,Atan2Args,True,impl_math,atan_2_args_fn_meta(),True,True,True,False,True,,False,,True,atan;atan2,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,atan;atan2
2146,Cos,Cos,True,impl_math,cos_fn_meta(),True,True,True,False,True,,False,,True,cos,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,cos
2147,Cot,Cot,True,impl_math,cot_fn_meta(),True,True,True,False,True,,False,,True,cot,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,cot
2148,Degrees,Degrees,True,impl_math,degrees_fn_meta(),True,False,False,False,True,,False,,False,degrees,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,degrees
2149,Exp,Exp,True,impl_math,exp_fn_meta(),True,False,False,False,True,,False,,False,exp,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,exp
2150,PI,Pi,True,impl_math,pi_fn_meta(),True,True,True,False,True,,False,,True,pi,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,pi
2151,Radians,Radians,True,impl_math,radians_fn_meta(),True,False,False,False,True,,False,,False,radians,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,radians
2152,Sin,Sin,True,impl_math,sin_fn_meta(),True,True,True,False,True,,False,,True,sin,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,sin
2153,Tan,Tan,True,impl_math,tan_fn_meta(),True,False,False,False,True,,False,,False,tan,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,tan
2154,TruncateInt,TruncateInt,True,impl_math,"map_rhs_int_sig(value, children, truncate_int_mapper)?",True,False,False,False,False,math:Truncate{},False,,False,truncate,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,truncate
2155,TruncateReal,TruncateReal,True,impl_math,"map_rhs_int_sig(value, children, truncate_real_mapper)?",True,False,False,False,False,math:Truncate{},False,,False,truncate,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,truncate
2156,TruncateDecimal,TruncateDecimal,True,impl_math,"map_rhs_int_sig(value, children, truncate_decimal_mapper)?",True,False,False,False,False,math:Truncate{},False,,False,truncate,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,truncate
2157,TruncateUint,TruncateUint,True,impl_math,"map_rhs_int_sig(value, children, truncate_uint_mapper)?",True,False,False,False,False,math:Truncate{},False,,False,truncate,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,excluded,truncate
3101,LogicalAnd,LogicalAnd,True,impl_op,logical_and_fn_meta().with_lazy(lazy_logical_and),True,True,True,False,True,,False,,True,and,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,and
3102,LogicalOr,LogicalOr,True,impl_op,logical_or_fn_meta().with_lazy(lazy_logical_or),True,True,True,False,True,,False,,True,or,,no_annotated_direct_loader,lazy_strategy_requires_runtime_probe,engine_dispatch_semantic_exclusion_or_review,admitted,or
3103,LogicalXor,LogicalXor,True,impl_op,logical_xor_fn_meta().with_lazy(lazy_logical_xor),True,False,False,False,True,,False,,False,xor,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,xor
3104,UnaryNotInt,UnaryNotInt,True,impl_op,unary_not_int_fn_meta(),True,True,True,False,False,arithmetic:UnaryNot{},True,,True,not,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,not
3105,UnaryNotDecimal,UnaryNotDecimal,True,impl_op,unary_not_decimal_fn_meta(),True,False,False,False,False,arithmetic:UnaryNot{},False,,False,not,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,not
3106,UnaryNotReal,UnaryNotReal,True,impl_op,unary_not_real_fn_meta(),True,False,False,False,False,arithmetic:UnaryNot{},False,,False,not,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,not
3107,UnaryNotJSON,UnaryNotJson,True,impl_op,unary_not_json_fn_meta(),True,False,False,False,False,arithmetic:UnaryNot{},False,,False,not,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,not
3108,UnaryMinusInt,UnaryMinusInt,True,impl_op,"map_unary_minus_int_func(value, children)?",True,False,False,False,False,arithmetic:UnaryMinus{},True,,False,unaryminus,,mapper_requires_runtime_probe,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,unaryminus
3109,UnaryMinusReal,UnaryMinusReal,True,impl_op,unary_minus_real_fn_meta(),True,False,False,False,False,arithmetic:UnaryMinus{},True,,False,unaryminus,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,unaryminus
3110,UnaryMinusDecimal,UnaryMinusDecimal,True,impl_op,unary_minus_decimal_fn_meta(),True,False,False,False,False,arithmetic:UnaryMinus{},True,,False,unaryminus,,no_annotated_direct_loader,,engine_dispatch_adapter_gap_or_new_mapping_evidence,admitted,unaryminus
